codigo,nombre,precio,cantidad_vendida,cantidad_stock,categoria,fecha_venta
454,Leche Fresca (litro),1.2,420,840,Lácteos,2024-02-15
455,Queso Fresco (kg),6.0,80,180,Lácteos,2024-02-15
456,Arroz (kg),2.0,160,320,Granos,2024-02-15
457,Frijoles (kg),1.5,130,240,Granos,2024-02-15
458,Tomates,2.5,250,520,Verduras,2024-02-16
459,Cebollas,1.8,200,400,Verduras,2024-02-16
460,Huevos (docena),3.5,110,220,Huevos,2024-02-16
461,Carne de Res (kg),10.0,25,50,Carnes,2024-02-16
462,Carne de Cerdo (kg),8.5,5,30,Carnes,2024-02-16
463,Leche Fresca (litro),1.2,460,920,Lácteos,2024-02-16
464,Queso Fresco (kg),6.0,100,220,Lácteos,2024-02-16
465,Arroz (kg),2.0,190,380,Granos,2024-02-16
466,Frijoles (kg),1.5,160,300,Granos,2024-02-16
467,Papas,1.2,60,160,Verduras,2024-02-17
468,Plátanos,1.0,130,260,Frutas,2024-02-17
469,Pimientos,2.0,40,80,Verduras,2024-02-17
470,Huevos (docena),3.5,50,100,Huevos,2024-02-17
471,Carne de Pollo (kg),7.5,20,40,Carnes,2024-02-17
472,Leche Fresca (litro),1.2,440,880,Lácteos,2024-02-17
473,Queso Fresco (kg),6.0,85,190,Lácteos,2024-02-17
474,Arroz (kg),2.0,170,340,Granos,2024-02-17
475,Frijoles (kg),1.5,140,260,Granos,2024-02-17
476,Tomates,2.5,260,540,Verduras,2024-02-18
477,Cebollas,1.8,210,420,Verduras,2024-02-18
478,Huevos (docena),3.5,120,240,Huevos,2024-02-18
479,Carne de Res (kg),10.0,20,40,Carnes,2024-02-18
480,Carne de Cerdo (kg),8.5,0,20,Carnes,2024-02-18
481,Leche Fresca (litro),1.2,480,960,Lácteos,2024-02-18
482,Queso Fresco (kg),6.0,105,230,Lácteos,2024-02-18
483,Arroz (kg),2.0,200,400,Granos,2024-02-18
484,Frijoles (kg),1.5,170,320,Granos,2024-02-18
485,Papas,1.2,40,120,Verduras,2024-02-19
486,Plátanos,1.0,110,220,Frutas,2024-02-19
487,Pimientos,2.0,30,60,Verduras,2024-02-19
488,Huevos (docena),3.5,40,80,Huevos,2024-02-19
489,Carne de Pollo (kg),7.5,15,30,Carnes,2024-02-19
490,Leche Fresca (litro),1.2,460,920,Lácteos,2024-02-19
491,Queso Fresco (kg),6.0,90,200,Lácteos,2024-02-19
492,Arroz (kg),2.0,180,360,Granos,2024-02-19
493,Frijoles (kg),1.5,150,280,Granos,2024-02-19
494,Tomates,2.5,270,560,Verduras,2024-02-20
495,Cebollas,1.8,220,440,Verduras,2024-02-20
496,Huevos (docena),3.5,130,260,Huevos,2024-02-20
497,Carne de Res (kg),10.0,15,30,Carnes,2024-02-20
498,Leche Fresca (litro),1.2,500,1000,Lácteos,2024-02-20
499,Queso Fresco (kg),6.0,110,240,Lácteos,2024-02-20
500,Arroz (kg),2.0,210,420,Granos,2024-02-20
501,Frijoles (kg),1.5,180,340,Granos,2024-02-20
502,Papas,1.2,20,80,Verduras,2024-02-21
503,Plátanos,1.0,90,180,Frutas,2024-02-21
504,Pimientos,2.0,20,40,Verduras,2024-02-21
505,Huevos (docena),3.5,30,60,Huevos,2024-02-21
506,Carne de Pollo (kg),7.5,10,20,Carnes,2024-02-21
507,Leche Fresca (litro),1.2,480,960,Lácteos,2024-02-21
508,Queso Fresco (kg),6.0,95,210,Lácteos,2024-02-21
509,Arroz (kg),2.0,190,380,Granos,2024-02-21
510,Frijoles (kg),1.5,160,300,Granos,2024-02-21
511,Tomates,2.5,280,580,Verduras,2024-02-22
512,Cebollas,1.8,230,460,Verduras,2024-02-22
513,Huevos (docena),3.5,140,280,Huevos,2024-02-22
514,Carne de Res (kg),10.0,10,20,Carnes,2024-02-22
515,Leche Fresca (litro),1.2,520,1040,Lácteos,2024-02-22
516,Queso Fresco (kg),6.0,115,250,Lácteos,2024-02-22
517,Arroz (kg),2.0,220,440,Granos,2024-02-22
518,Frijoles (kg),1.5,190,360,Granos,2024-02-22
519,Papas,1.2,0,40,Verduras,2024-02-23
520,Plátanos,1.0,70,140,Frutas,2024-02-23
521,Pimientos,2.0,10,20,Verduras,2024-02-23
522,Huevos (docena),3.5,20,40,Huevos,2024-02-23
523,Carne de Pollo (kg),7.5,5,10,Carnes,2024-02-23
524,Leche Fresca (litro),1.2,500,1000,Lácteos,2024-02-23
525,Queso Fresco (kg),6.0,100,220,Lácteos,2024-02-23
526,Arroz (kg),2.0,200,400,Granos,2024-02-23
527,Frijoles (kg),1.5,170,320,Granos,2024-02-23
528,Tomates,2.5,290,600,Verduras,2024-02-24
529,Cebollas,1.8,240,480,Verduras,2024-02-24
530,Huevos (docena),3.5,150,300,Huevos,2024-02-24
531,Carne de Res (kg),10.0,5,10,Carnes,2024-02-24
532,Leche Fresca (litro),1.2,540,1080,Lácteos,2024-02-24
533,Queso Fresco (kg),6.0,120,260,Lácteos,2024-02-24
534,Arroz (kg),2.0,230,460,Granos,2024-02-24
535,Frijoles (kg),1.5,200,380,Granos,2024-02-24
536,Papas,1.2,10,60,Verduras,2024-02-25
537,Plátanos,1.0,50,100,Frutas,2024-02-25
538,Pimientos,2.0,0,10,Verduras,2024-02-25
539,Huevos (docena),3.5,10,20,Huevos,2024-02-25
540,Carne de Pollo (kg),7.5,0,5,Carnes,2024-02-25
541,Leche Fresca (litro),1.2,560,1120,Lácteos,2024-02-25
542,Queso Fresco (kg),6.0,105,230,Lácteos,2024-02-25
543,Arroz (kg),2.0,210,420,Granos,2024-02-25
544,Frijoles (kg),1.5,180,340,Granos,2024-02-25
545,Tomates,2.5,300,620,Verduras,2024-02-26
546,Cebollas,1.8,250,500,Verduras,2024-02-26
547,Huevos (docena),3.5,160,320,Huevos,2024-02-26
548,Leche Fresca (litro),1.2,580,1160,Lácteos,2024-02-26
549,Queso Fresco (kg),6.0,110,240,Lácteos,2024-02-26
550,Arroz (kg),2.0,240,480,Granos,2024-02-26
551,Frijoles (kg),1.5,210,400,Granos,2024-02-26
552,Papas,1.2,0,20,Verduras,2024-02-27
553,Plátanos,1.0,30,60,Frutas,2024-02-27
554,Huevos (docena),3.5,20,40,Huevos,2024-02-27
555,Leche Fresca (litro),1.2,600,1200,Lácteos,2024-02-27
556,Queso Fresco (kg),6.0,115,250,Lácteos,2024-02-27
557,Arroz (kg),2.0,250,500,Granos,2024-02-27
558,Frijoles (kg),1.5,220,420,Granos,2024-02-27
559,Tomates,2.5,310,640,Verduras,2024-02-28
560,Cebollas,1.8,260,520,Verduras,2024-02-28
561,Huevos (docena),3.5,170,340,Huevos,2024-02-28
562,Leche Fresca (litro),1.2,620,1240,Lácteos,2024-02-28
563,Queso Fresco (kg),6.0,120,260,Lácteos,2024-02-28
564,Arroz (kg),2.0,260,520,Granos,2024-02-28
565,Frijoles (kg),1.5,230,440,Granos,2024-02-28
566,Papas,1.2,10,40,Verduras,2024-02-29
567,Plátanos,1.0,20,40,Frutas,2024-02-29
568,Huevos (docena),3.5,10,20,Huevos,2024-02-29
569,Leche Fresca (litro),1.2,640,1280,Lácteos,2024-02-29
570,Queso Fresco (kg),6.0,125,270,Lácteos,2024-02-29
571,Arroz (kg),2.0,270,540,Granos,2024-02-29
572,Frijoles (kg),1.5,240,460,Granos,2024-02-29
573,Tomates,2.5,320,660,Verduras,2024-03-01
574,Cebollas,1.8,270,540,Verduras,2024-03-01
575,Huevos (docena),3.5,180,360,Huevos,2024-03-01
576,Carne de Res (kg),10.0,20,40,Carnes,2024-03-01
577,Leche Fresca (litro),1.2,660,1320,Lácteos,2024-03-01
578,Queso Fresco (kg),6.0,130,280,Lácteos,2024-03-01
579,Arroz (kg),2.0,280,560,Granos,2024-03-01
580,Frijoles (kg),1.5,250,480,Granos,2024-03-01
581,Papas,1.2,20,80,Verduras,2024-03-02
582,Plátanos,1.0,110,220,Frutas,2024-03-02
583,Pimientos,2.0,30,60,Verduras,2024-03-02
584,Huevos (docena),3.5,130,260,Huevos,2024-03-02
585,Carne de Pollo (kg),7.5,15,30,Carnes,2024-03-02
586,Leche Fresca (litro),1.2,460,920,Lácteos,2024-03-02
587,Queso Fresco (kg),6.0,90,200,Lácteos,2024-03-02
588,Arroz (kg),2.0,180,360,Granos,2024-03-02
589,Frijoles (kg),1.5,150,280,Granos,2024-03-02
590,Tomates,2.5,270,560,Verduras,2024-03-03
591,Cebollas,1.8,220,440,Verduras,2024-03-03
592,Huevos (docena),3.5,140,280,Huevos,2024-03-03
593,Carne de Res (kg),10.0,10,20,Carnes,2024-03-03
594,Leche Fresca (litro),1.2,500,1000,Lácteos,2024-03-03
595,Queso Fresco (kg),6.0,110,240,Lácteos,2024-03-03
596,Arroz (kg),2.0,210,420,Granos,2024-03-03
597,Frijoles (kg),1.5,180,340,Granos,2024-03-03
598,Papas,1.2,0,40,Verduras,2024-03-04
599,Plátanos,1.0,90,180,Frutas,2024-03-04
600,Pimientos,2.0,20,40,Verduras,2024-03-04
601,Huevos (docena),3.5,30,60,Huevos,2024-03-04
602,Carne de Pollo (kg),7.5,10,20,Carnes,2024-03-04
603,Leche Fresca (litro),1.2,480,960,Lácteos,2024-03-04
604,Queso Fresco (kg),6.0,95,210,Lácteos,2024-03-04
605,Arroz (kg),2.0,190,380,Granos,2024-03-04
606,Frijoles (kg),1.5,160,300,Granos,2024-03-04
607,Tomates,2.5,280,580,Verduras,2024-03-05
608,Cebollas,1.8,230,460,Verduras,2024-03-05
609,Huevos (docena),3.5,150,300,Huevos,2024-03-05
610,Carne de Res (kg),10.0,5,10,Carnes,2024-03-05
611,Leche Fresca (litro),1.2,520,1040,Lácteos,2024-03-05
612,Queso Fresco (kg),6.0,115,250,Lácteos,2024-03-05
613,Arroz (kg),2.0,220,440,Granos,2024-03-05
614,Frijoles (kg),1.5,190,360,Granos,2024-03-05
615,Papas,1.2,10,60,Verduras,2024-03-06
616,Plátanos,1.0,70,140,Frutas,2024-03-06
617,Pimientos,2.0,10,20,Verduras,2024-03-06
618,Huevos (docena),3.5,20,40,Huevos,2024-03-06
619,Carne de Pollo (kg),7.5,5,10,Carnes,2024-03-06
620,Leche Fresca (litro),1.2,500,1000,Lácteos,2024-03-06
621,Queso Fresco (kg),6.0,100,220,Lácteos,2024-03-06
622,Arroz (kg),2.0,200,400,Granos,2024-03-06
623,Frijoles (kg),1.5,170,320,Granos,2024-03-06
624,Tomates,2.5,290,600,Verduras,2024-03-07
625,Cebollas,1.8,240,480,Verduras,2024-03-07
626,Huevos (docena),3.5,160,320,Huevos,2024-03-07
627,Leche Fresca (litro),1.2,540,1080,Lácteos,2024-03-07
628,Queso Fresco (kg),6.0,120,260,Lácteos,2024-03-07
629,Arroz (kg),2.0,230,460,Granos,2024-03-07
630,Frijoles (kg),1.5,200,380,Granos,2024-03-07
631,Papas,1.2,30,100,Verduras,2024-03-08
632,Plátanos,1.0,100,200,Frutas,2024-03-08
633,Pimientos,2.0,40,80,Verduras,2024-03-08
634,Huevos (docena),3.5,100,200,Huevos,2024-03-08
635,Carne de Res (kg),10.0,20,40,Carnes,2024-03-08
636,Leche Fresca (litro),1.2,580,1160,Lácteos,2024-03-08
637,Queso Fresco (kg),6.0,125,270,Lácteos,2024-03-08
638,Arroz (kg),2.0,240,480,Granos,2024-03-08
639,Frijoles (kg),1.5,210,400,Granos,2024-03-08
640,Tomates,2.5,300,620,Verduras,2024-03-09
641,Cebollas,1.8,250,500,Verduras,2024-03-09
642,Huevos (docena),3.5,170,340,Huevos,2024-03-09
643,Leche Fresca (litro),1.2,620,1240,Lácteos,2024-03-09
644,Queso Fresco (kg),6.0,120,260,Lácteos,2024-03-09
645,Arroz (kg),2.0,250,500,Granos,2024-03-09
646,Frijoles (kg),1.5,220,420,Granos,2024-03-09
647,Papas,1.2,40,160,Verduras,2024-03-10
648,Plátanos,1.0,130,260,Frutas,2024-03-10
649,Pimientos,2.0,50,100,Verduras,2024-03-10
650,Huevos (docena),3.5,130,260,Huevos,2024-03-10
651,Carne de Pollo (kg),7.5,25,50,Carnes,2024-03-10
652,Leche Fresca (litro),1.2,640,1280,Lácteos,2024-03-10
653,Queso Fresco (kg),6.0,125,270,Lácteos,2024-03-10
654,Arroz (kg),2.0,260,520,Granos,2024-03-10
655,Frijoles (kg),1.5,230,440,Granos,2024-03-10
656,Tomates,2.5,310,640,Verduras,2024-03-11
657,Cebollas,1.8,260,520,Verduras,2024-03-11
658,Huevos (docena),3.5,170,340,Huevos,2024-03-11
659,Leche Fresca (litro),1.2,600,1200,Lácteos,2024-03-11
660,Queso Fresco (kg),6.0,115,250,Lácteos,2024-03-11
661,Arroz (kg),2.0,250,500,Granos,2024-03-11
662,Frijoles (kg),1.5,220,420,Granos,2024-03-11
663,Papas,1.2,50,200,Verduras,2024-03-12
664,Plátanos,1.0,140,280,Frutas,2024-03-12
665,Pimientos,2.0,60,120,Verduras,2024-03-12
666,Huevos (docena),3.5,120,240,Huevos,2024-03-12
667,Carne de Res (kg),10.0,30,60,Carnes,2024-03-12
668,Leche Fresca (litro),1.2,660,1320,Lácteos,2024-03-12
669,Queso Fresco (kg),6.0,130,280,Lácteos,2024-03-12
670,Arroz (kg),2.0,280,560,Granos,2024-03-12
671,Frijoles (kg),1.5,250,480,Granos,2024-03-12
672,Tomates,2.5,320,660,Verduras,2024-03-13
673,Cebollas,1.8,270,540,Verduras,2024-03-13
674,Huevos (docena),3.5,180,360,Huevos,2024-03-13
675,Leche Fresca (litro),1.2,660,1320,Lácteos,2024-03-13
676,Queso Fresco (kg),6.0,130,280,Lácteos,2024-03-13
677,Arroz (kg),2.0,280,560,Granos,2024-03-13
678,Frijoles (kg),1.5,250,480,Granos,2024-03-13
679,Papas,1.2,60,240,Verduras,2024-03-14
680,Plátanos,1.0,150,300,Frutas,2024-03-14
681,Pimientos,2.0,70,140,Verduras,2024-03-14
682,Huevos (docena),3.5,150,300,Huevos,2024-03-14
683,Carne de Pollo (kg),7.5,35,70,Carnes,2024-03-14
684,Leche Fresca (litro),1.2,640,1280,Lácteos,2024-03-14
685,Queso Fresco (kg),6.0,125,270,Lácteos,2024-03-14
686,Arroz (kg),2.0,270,540,Granos,2024-03-14
687,Frijoles (kg),1.5,240,460,Granos,2024-03-14
688,Tomates,2.5,330,680,Verduras,2024-03-15
689,Cebollas,1.8,280,560,Verduras,2024-03-15
690,Huevos (docena),3.5,190,380,Huevos,2024-03-15
691,Leche Fresca (litro),1.2,680,1360,Lácteos,2024-03-15
692,Queso Fresco (kg),6.0,135,290,Lácteos,2024-03-15
693,Arroz (kg),2.0,290,580,Granos,2024-03-15
694,Frijoles (kg),1.5,260,500,Granos,2024-03-15
695,Papas,1.2,70,280,Verduras,2024-03-16
696,Plátanos,1.0,160,320,Frutas,2024-03-16
697,Pimientos,2.0,80,160,Verduras,2024-03-16
698,Huevos (docena),3.5,180,360,Huevos,2024-03-16
699,Carne de Res (kg),10.0,40,80,Carnes,2024-03-16
700,Leche Fresca (litro),1.2,700,1400,Lácteos,2024-03-16
701,Queso Fresco (kg),6.0,140,300,Lácteos,2024-03-16
702,Arroz (kg),2.0,300,600,Granos,2024-03-16
703,Frijoles (kg),1.5,270,520,Granos,2024-03-16
704,Tomates,2.5,340,700,Verduras,2024-03-17
705,Cebollas,1.8,290,580,Verduras,2024-03-17
706,Huevos (docena),3.5,200,400,Huevos,2024-03-17
707,Leche Fresca (litro),1.2,720,1440,Lácteos,2024-03-17
708,Queso Fresco (kg),6.0,145,310,Lácteos,2024-03-17
709,Arroz (kg),2.0,310,620,Granos,2024-03-17
710,Frijoles (kg),1.5,280,540,Granos,2024-03-17
711,Papas,1.2,80,320,Verduras,2024-03-18
712,Plátanos,1.0,170,340,Frutas,2024-03-18
713,Pimientos,2.0,90,180,Verduras,2024-03-18
714,Huevos (docena),3.5,190,380,Huevos,2024-03-18
715,Carne de Pollo (kg),7.5,45,90,Carnes,2024-03-18
716,Leche Fresca (litro),1.2,760,1520,Lácteos,2024-03-18
717,Queso Fresco (kg),6.0,150,320,Lácteos,2024-03-18
718,Arroz (kg),2.0,320,640,Granos,2024-03-18
719,Frijoles (kg),1.5,290,560,Granos,2024-03-18
720,Tomates,2.5,350,720,Verduras,2024-03-19
721,Cebollas,1.8,300,600,Verduras,2024-03-19
722,Huevos (docena),3.5,210,420,Huevos,2024-03-19
723,Leche Fresca (litro),1.2,780,1560,Lácteos,2024-03-19
724,Queso Fresco (kg),6.0,155,330,Lácteos,2024-03-19
725,Arroz (kg),2.0,330,660,Granos,2024-03-19
726,Frijoles (kg),1.5,300,580,Granos,2024-03-19
727,Papas,1.2,90,360,Verduras,2024-03-20
728,Plátanos,1.0,180,360,Frutas,2024-03-20
729,Pimientos,2.0,100,200,Verduras,2024-03-20
730,Huevos (docena),3.5,200,400,Huevos,2024-03-20
731,Carne de Res (kg),10.0,50,100,Carnes,2024-03-20
732,Leche Fresca (litro),1.2,800,1600,Lácteos,2024-03-20
733,Queso Fresco (kg),6.0,160,340,Lácteos,2024-03-20
734,Arroz (kg),2.0,340,680,Granos,2024-03-20
735,Frijoles (kg),1.5,310,600,Granos,2024-03-20
736,Tomates,2.5,360,740,Verduras,2024-03-21
737,Cebollas,1.8,310,620,Verduras,2024-03-21
738,Huevos (docena),3.5,220,440,Huevos,2024-03-21
739,Leche Fresca (litro),1.2,820,1640,Lácteos,2024-03-21
740,Queso Fresco (kg),6.0,165,350,Lácteos,2024-03-21
741,Arroz (kg),2.0,350,700,Granos,2024-03-21
742,Frijoles (kg),1.5,320,620,Granos,2024-03-21
743,Papas,1.2,100,400,Verduras,2024-03-22
744,Plátanos,1.0,190,380,Frutas,2024-03-22
745,Pimientos,2.0,110,220,Verduras,2024-03-22
746,Huevos (docena),3.5,210,420,Huevos,2024-03-22
747,Carne de Pollo (kg),7.5,55,110,Carnes,2024-03-22
748,Leche Fresca (litro),1.2,860,1720,Lácteos,2024-03-22
749,Queso Fresco (kg),6.0,170,360,Lácteos,2024-03-22
750,Arroz (kg),2.0,360,720,Granos,2024-03-22
751,Frijoles (kg),1.5,330,640,Granos,2024-03-22
752,Tomates,2.5,370,760,Verduras,2024-03-23
753,Cebollas,1.8,320,640,Verduras,2024-03-23
754,Huevos (docena),3.5,230,460,Huevos,2024-03-23
755,Leche Fresca (litro),1.2,880,1760,Lácteos,2024-03-23
756,Queso Fresco (kg),6.0,175,370,Lácteos,2024-03-23
757,Arroz (kg),2.0,370,740,Granos,2024-03-23
758,Frijoles (kg),1.5,340,660,Granos,2024-03-23
759,Papas,1.2,110,440,Verduras,2024-03-24
760,Plátanos,1.0,200,400,Frutas,2024-03-24
761,Pimientos,2.0,120,240,Verduras,2024-03-24
762,Huevos (docena),3.5,240,480,Huevos,2024-03-24
763,Carne de Res (kg),10.0,60,120,Carnes,2024-03-24
764,Leche Fresca (litro),1.2,900,1800,Lácteos,2024-03-24
765,Queso Fresco (kg),6.0,180,380,Lácteos,2024-03-24
766,Arroz (kg),2.0,380,760,Granos,2024-03-24
767,Frijoles (kg),1.5,350,680,Granos,2024-03-24
768,Tomates,2.5,380,780,Verduras,2024-03-25
769,Cebollas,1.8,330,660,Verduras,2024-03-25
770,Huevos (docena),3.5,250,500,Huevos,2024-03-25
771,Leche Fresca (litro),1.2,920,1840,Lácteos,2024-03-25
772,Queso Fresco (kg),6.0,185,390,Lácteos,2024-03-25
773,Arroz (kg),2.0,390,780,Granos,2024-03-25
774,Frijoles (kg),1.5,360,700,Granos,2024-03-25
775,Papas,1.2,120,480,Verduras,2024-03-26
776,Plátanos,1.0,210,420,Frutas,2024-03-26
777,Pimientos,2.0,130,260,Verduras,2024-03-26
778,Huevos (docena),3.5,260,520,Huevos,2024-03-26
779,Carne de Pollo (kg),7.5,65,130,Carnes,2024-03-26
780,Leche Fresca (litro),1.2,940,1880,Lácteos,2024-03-26
781,Queso Fresco (kg),6.0,190,400,Lácteos,2024-03-26
782,Arroz (kg),2.0,400,800,Granos,2024-03-26
783,Frijoles (kg),1.5,370,720,Granos,2024-03-26
784,Tomates,2.5,390,800,Verduras,2024-03-27
785,Cebollas,1.8,340,680,Verduras,2024-03-27
786,Huevos (docena),3.5,270,540,Huevos,2024-03-27
787,Leche Fresca (litro),1.2,960,1920,Lácteos,2024-03-27
788,Queso Fresco (kg),6.0,195,410,Lácteos,2024-03-27
789,Arroz (kg),2.0,410,820,Granos,2024-03-27
790,Frijoles (kg),1.5,380,740,Granos,2024-03-27
791,Papas,1.2,130,520,Verduras,2024-03-28
792,Plátanos,1.0,220,440,Frutas,2024-03-28
793,Pimientos,2.0,140,280,Verduras,2024-03-28
794,Huevos (docena),3.5,280,560,Huevos,2024-03-28
795,Carne de Res (kg),10.0,70,140,Carnes,2024-03-28
796,Leche Fresca (litro),1.2,980,1960,Lácteos,2024-03-28
797,Queso Fresco (kg),6.0,200,420,Lácteos,2024-03-28
798,Arroz (kg),2.0,420,840,Granos,2024-03-28
799,Frijoles (kg),1.5,390,760,Granos,2024-03-28
800,Tomates,2.5,400,820,Verduras,2024-03-29
801,Cebollas,1.8,350,700,Verduras,2024-03-29
802,Huevos (docena),3.5,290,580,Huevos,2024-03-29
803,Leche Fresca (litro),1.2,1000,2000,Lácteos,2024-03-29
804,Queso Fresco (kg),6.0,205,430,Lácteos,2024-03-29
805,Arroz (kg),2.0,430,860,Granos,2024-03-29
806,Frijoles (kg),1.5,400,780,Granos,2024-03-29
807,Papas,1.2,140,560,Verduras,2024-03-30
808,Plátanos,1.0,230,460,Frutas,2024-03-30
809,Pimientos,2.0,150,300,Verduras,2024-03-30
810,Huevos (docena),3.5,300,600,Huevos,2024-03-30
811,Carne de Pollo (kg),7.5,75,150,Carnes,2024-03-30
812,Leche Fresca (litro),1.2,1020,2040,Lácteos,2024-03-30
813,Queso Fresco (kg),6.0,210,440,Lácteos,2024-03-30
814,Arroz (kg),2.0,440,880,Granos,2024-03-30
815,Frijoles (kg),1.5,410,800,Granos,2024-03-30
816,Tomates,2.5,410,840,Verduras,2024-03-31
817,Cebollas,1.8,360,720,Verduras,2024-03-31
818,Huevos (docena),3.5,310,620,Huevos,2024-03-31
819,Leche Fresca (litro),1.2,1040,2080,Lácteos,2024-03-31
820,Queso Fresco (kg),6.0,215,450,Lácteos,2024-03-31
821,Arroz (kg),2.0,450,900,Granos,2024-03-31
822,Frijoles (kg),1.5,420,820,Granos,2024-03-31
823,Papas,1.2,150,600,Verduras,2024-04-01
824,Plátanos,1.0,240,480,Frutas,2024-04-01
825,Pimientos,2.0,160,320,Verduras,2024-04-01
826,Huevos (docena),3.5,320,640,Huevos,2024-04-01
827,Carne de Res (kg),10.0,80,160,Carnes,2024-04-01
828,Leche Fresca (litro),1.2,1060,2120,Lácteos,2024-04-01
829,Queso Fresco (kg),6.0,220,460,Lácteos,2024-04-01
830,Arroz (kg),2.0,460,920,Granos,2024-04-01
831,Frijoles (kg),1.5,430,840,Granos,2024-04-01
832,Tomates,2.5,420,860,Verduras,2024-04-02
833,Cebollas,1.8,370,740,Verduras,2024-04-02
834,Huevos (docena),3.5,330,660,Huevos,2024-04-02
835,Leche Fresca (litro),1.2,1080,2160,Lácteos,2024-04-02
836,Queso Fresco (kg),6.0,225,470,Lácteos,2024-04-02
837,Arroz (kg),2.0,470,940,Granos,2024-04-02
838,Frijoles (kg),1.5,440,860,Granos,2024-04-02
839,Papas,1.2,160,640,Verduras,2024-04-03
840,Plátanos,1.0,250,500,Frutas,2024-04-03
841,Pimientos,2.0,170,340,Verduras,2024-04-03
842,Huevos (docena),3.5,340,680,Huevos,2024-04-03
843,Carne de Pollo (kg),7.5,85,170,Carnes,2024-04-03
844,Leche Fresca (litro),1.2,1100,2200,Lácteos,2024-04-03
845,Queso Fresco (kg),6.0,230,480,Lácteos,2024-04-03
846,Arroz (kg),2.0,480,960,Granos,2024-04-03
847,Frijoles (kg),1.5,450,880,Granos,2024-04-03
848,Tomates,2.5,430,880,Verduras,2024-04-04
849,Cebollas,1.8,380,760,Verduras,2024-04-04
850,Huevos (docena),3.5,350,700,Huevos,2024-04-04
851,Leche Fresca (litro),1.2,1120,2240,Lácteos,2024-04-04
852,Queso Fresco (kg),6.0,235,490,Lácteos,2024-04-04
853,Arroz (kg),2.0,490,980,Granos,2024-04-04
854,Frijoles (kg),1.5,460,900,Granos,2024-04-04
855,Papas,1.2,170,680,Verduras,2024-04-05
856,Plátanos,1.0,260,520,Frutas,2024-04-05
857,Pimientos,2.0,180,360,Verduras,2024-04-05
858,Huevos (docena),3.5,360,720,Huevos,2024-04-05
859,Carne de Res (kg),10.0,90,180,Carnes,2024-04-05
860,Leche Fresca (litro),1.2,1140,2280,Lácteos,2024-04-05
861,Queso Fresco (kg),6.0,240,500,Lácteos,2024-04-05
862,Arroz (kg),2.0,500,1000,Granos,2024-04-05
863,Frijoles (kg),1.5,470,920,Granos,2024-04-05
864,Tomates,2.5,440,900,Verduras,2024-04-06
865,Cebollas,1.8,390,780,Verduras,2024-04-06
866,Huevos (docena),3.5,370,740,Huevos,2024-04-06
867,Leche Fresca (litro),1.2,1160,2320,Lácteos,2024-04-06
868,Queso Fresco (kg),6.0,245,510,Lácteos,2024-04-06
869,Arroz (kg),2.0,510,1020,Granos,2024-04-06
870,Frijoles (kg),1.5,480,940,Granos,2024-04-06
871,Papas,1.2,180,720,Verduras,2024-04-07
872,Plátanos,1.0,270,540,Frutas,2024-04-07
873,Pimientos,2.0,190,380,Verduras,2024-04-07
874,Huevos (docena),3.5,380,760,Huevos,2024-04-07
875,Carne de Pollo (kg),7.5,95,190,Carnes,2024-04-07
876,Leche Fresca (litro),1.2,1180,2360,Lácteos,2024-04-07
877,Queso Fresco (kg),6.0,250,520,Lácteos,2024-04-07
878,Arroz (kg),2.0,520,1040,Granos,2024-04-07
879,Frijoles (kg),1.5,490,960,Granos,2024-04-07
880,Tomates,2.5,450,920,Verduras,2024-04-08
881,Cebollas,1.8,400,800,Verduras,2024-04-08
882,Huevos (docena),3.5,390,780,Huevos,2024-04-08
883,Leche Fresca (litro),1.2,1200,2400,Lácteos,2024-04-08
884,Queso Fresco (kg),6.0,255,530,Lácteos,2024-04-08
885,Arroz (kg),2.0,530,1060,Granos,2024-04-08
886,Frijoles (kg),1.5,500,980,Granos,2024-04-08
887,Papas,1.2,190,760,Verduras,2024-04-09
888,Plátanos,1.0,280,560,Frutas,2024-04-09
889,Pimientos,2.0,200,400,Verduras,2024-04-09
890,Huevos (docena),3.5,400,800,Huevos,2024-04-09
891,Carne de Res (kg),10.0,100,200,Carnes,2024-04-09
892,Leche Fresca (litro),1.2,1220,2440,Lácteos,2024-04-09
893,Queso Fresco (kg),6.0,260,540,Lácteos,2024-04-09
894,Arroz (kg),2.0,540,1080,Granos,2024-04-09
895,Frijoles (kg),1.5,510,1020,Granos,2024-04-09
896,Tomates,2.5,460,940,Verduras,2024-04-10
897,Cebollas,1.8,410,820,Verduras,2024-04-10
898,Huevos (docena),3.5,410,820,Huevos,2024-04-10
899,Leche Fresca (litro),1.2,1240,2480,Lácteos,2024-04-10
900,Queso Fresco (kg),6.0,265,550,Lácteos,2024-04-10
901,Arroz (kg),2.0,550,1100,Granos,2024-04-10
902,Frijoles (kg),1.5,520,1040,Granos,2024-04-10
903,Papas,1.2,200,800,Verduras,2024-04-11
904,Plátanos,1.0,290,580,Frutas,2024-04-11
905,Pimientos,2.0,210,420,Verduras,2024-04-11
906,Huevos (docena),3.5,420,840,Huevos,2024-04-11
907,Carne de Pollo (kg),7.5,105,210,Carnes,2024-04-11
908,Leche Fresca (litro),1.2,1260,2520,Lácteos,2024-04-11
909,Queso Fresco (kg),6.0,270,560,Lácteos,2024-04-11
910,Arroz (kg),2.0,560,1120,Granos,2024-04-11
